Country;Year;Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Land-Use Change and Forestry (MtCO2);Bunker Fuels (MtCO2)
Saint Lucia;2001;;0.0029;0.0406;0.6483;-0.0844;
Saint Lucia;2002;;0.0035;0.0283;0.6517;-0.0846;
Saint Lucia;2003;;0.0042;0.0287;0.6551;-0.0848;
Saint Lucia;2004;;0.0048;0.0294;0.6585;-0.085;
Saint Lucia;2005;;0.0054;0.0296;0.662;-0.0851;
Saint Lucia;2006;;0.0062;0.0291;0.6649;0;
Saint Lucia;2007;;0.007;0.0306;0.6679;0;
Saint Lucia;2008;;0.0078;0.0313;0.6709;0;
Saint Lucia;2009;;0.0085;0.0321;0.6738;0;
Saint Lucia;2010;;0.0093;0.0331;0.6768;0;
Saint Lucia;2011;;0.0102;0.0325;0.6793;0;
Saint Lucia;2012;;;0.0322;0.6818;0;
Saint Vincent & Grenadines;1990;;0;0.022;0.0499;-0.064;
Saint Vincent & Grenadines;1991;;0;0.0209;0.0503;-0.0808;
Saint Vincent & Grenadines;1992;;0;0.0211;0.0507;-0.0812;
Saint Vincent & Grenadines;1993;;0.0001;0.0246;0.0511;-0.0815;
Saint Vincent & Grenadines;1994;;0.0001;0.0247;0.0516;-0.0819;
Saint Vincent & Grenadines;1995;;0.0001;0.0249;0.052;-0.0822;
Saint Vincent & Grenadines;1996;;0.0002;0.0248;0.0519;-0.0826;
Saint Vincent & Grenadines;1997;;0.0002;0.0248;0.0518;-0.083;
Saint Vincent & Grenadines;1998;;0.0003;0.0268;0.0518;-0.0833;
Saint Vincent & Grenadines;1999;;0.0004;0.0267;0.0517;-0.0837;
Saint Vincent & Grenadines;2000;;0.0005;0.0263;0.0516;-0.084;
Saint Vincent & Grenadines;2001;;0.0006;0.026;0.0515;-0.0541;
Saint Vincent & Grenadines;2002;;0.0007;0.017;0.0513;-0.0542;
Saint Vincent & Grenadines;2003;;0.0008;0.0159;0.0511;-0.0544;
Saint Vincent & Grenadines;2004;;0.001;0.0159;0.0509;-0.0546;
Saint Vincent & Grenadines;2005;;0.0011;0.016;0.0508;-0.0548;
Saint Vincent & Grenadines;2006;;0.0013;0.0162;0.0506;-0.0218;
Saint Vincent & Grenadines;2007;;0.0015;0.0167;0.0504;-0.0218;
Saint Vincent & Grenadines;2008;;0.0017;0.0168;0.0502;-0.0218;
Saint Vincent & Grenadines;2009;;0.0018;0.0173;0.0501;-0.0218;
Saint Vincent & Grenadines;2010;;0.002;0.0169;0.0499;-0.0218;
Saint Vincent & Grenadines;2011;;0.0023;0.0166;0.0497;-0.0218;
Saint Vincent & Grenadines;2012;;;0.0157;0.0496;-0.0218;
Samoa;1990;;0;0.1287;0.1002;0.0115;
Samoa;1991;;0;0.1288;0.1007;-0.8109;
Samoa;1992;;0.0001;0.1247;0.1011;-0.8103;
Samoa;1993;;0.0001;0.1279;0.1016;-0.8097;
Samoa;1994;;0.0001;0.1303;0.1021;-0.8091;
Samoa;1995;;0.0002;0.1269;0.1025;-0.8085;
Samoa;1996;;0.0003;0.1269;0.1033;-0.8079;
Samoa;1997;;0.0005;0.127;0.104;-0.8073;
Samoa;1998;;0.0006;0.1289;0.1047;-0.8044;
Samoa;1999;;0.0008;0.1356;0.1055;-0.8059;
Samoa;2000;;0.001;0.1511;0.1062;-0.807;
Samoa;2001;;0.0013;0.166;0.107;0.0125;
Samoa;2002;;0.0016;0.1436;0.1078;0.0125;
Samoa;2003;;0.0018;0.1457;0.1086;0.0159;
Samoa;2004;;0.0021;0.1479;0.1094;0.0125;
Samoa;2005;;0.0024;0.1479;0.1102;0.0125;
Samoa;2006;;0.0028;0.148;0.111;-0.0502;
Samoa;2007;;0.0032;0.1482;0.1119;-0.0502;
Samoa;2008;;0.0036;0.1483;0.1127;-0.0502;
Samoa;2009;;0.004;0.1484;0.1135;-0.0502;
Samoa;2010;;0.0044;0.1481;0.1144;-0.0502;
Samoa;2011;;0.0049;0.148;0.1151;-0.0312;
Samoa;2012;;;0.148;0.1158;-0.0502;
Sao Tome & Principe;1990;;0;0.0077;0.0082;0;
Sao Tome & Principe;1991;;0;0.0082;0.0083;0;
Sao Tome & Principe;1992;;0;0.0086;0.0085;0;
Sao Tome & Principe;1993;;0;0.0083;0.0086;0;
Sao Tome & Principe;1994;;0;0.0085;0.0088;0;
Sao Tome & Principe;1995;;0;0.0086;0.0089;0;
Sao Tome & Principe;1996;;0.0001;0.0089;0.0091;0;
Sao Tome & Principe;1997;;0.0001;0.009;0.0093;0;
Sao Tome & Principe;1998;;0.0002;0.009;0.0095;0;
Sao Tome & Principe;1999;;0.0002;0.0092;0.0097;0;
Sao Tome & Principe;2000;;0.0002;0.0097;0.0099;0;
Sao Tome & Principe;2001;;0.0003;0.0104;0.0101;0;
Sao Tome & Principe;2002;;0.0004;0.0114;0.0103;0;
Sao Tome & Principe;2003;;0.0005;0.0121;0.0105;0;
Sao Tome & Principe;2004;;0.0005;0.0118;0.0108;0;
Sao Tome & Principe;2005;;0.0006;0.0118;0.011;0;
Sao Tome & Principe;2006;;0.0007;0.0114;0.0112;0;
Sao Tome & Principe;2007;;0.0008;0.0119;0.0115;0;
Sao Tome & Principe;2008;;0.0009;0.0126;0.0117;0;
Sao Tome & Principe;2009;;0.001;0.0133;0.012;0;
Sao Tome & Principe;2010;;0.0011;0.0129;0.0122;0;
Sao Tome & Principe;2011;;0.0013;0.0132;0.0125;0;
Sao Tome & Principe;2012;;;0.0139;0.0127;0;
Saudi Arabia;1990;1.626.627;63.111;52.164;133.347;0;10.53
Saudi Arabia;1991;1.840.625;6.023;54.585;139.081;0;13.18
Saudi Arabia;1992;196.185;80.213;56.639;144.814;0;13.77
Saudi Arabia;1993;2.040.669;80.373;54.977;150.548;0;13.52
Saudi Arabia;1994;2.164.118;79.141;52.709;156.281;0;12.12
Saudi Arabia;1995;220.592;83.259;48.884;162.015;0;11.65
Saudi Arabia;1996;2.329.056;87.968;50.347;167.749;0;10.85
Saudi Arabia;1997;2.153.015;84.213;52.621;173.482;0;11.45
Saudi Arabia;1998;2.307.112;87.566;53.157;179.216;0;11.54
Saudi Arabia;1999;2.352.709;91.616;51.849;184.949;0;11.94
Saudi Arabia;2000;245.003;101.967;54.363;190.683;0;12.45
Saudi Arabia;2001;2.496.922;117.571;55.572;196.051;0;12.21
Saudi Arabia;2002;2.656.204;134.053;48.031;201.418;0;12.46
Saudi Arabia;2003;2.767.184;141.486;58.488;206.786;0;12.41
Saudi Arabia;2004;2.931.786;150.787;59.983;212.153;0;12.74
Saudi Arabia;2005;308.811;157.341;57.851;217.521;0;12.53
Saudi Arabia;2006;3.254.057;16.545;59.105;222.139;0;13.72
Saudi Arabia;2007;3.415.516;185.101;61.293;226.757;0;14.39
Saudi Arabia;2008;3.703.821;195.518;52.525;231.374;0;15.03
Saudi Arabia;2009;3.874.074;221.984;45.267;235.992;0;14.11
Saudi Arabia;2010;4.235.726;254.056;5.216;24.061;0;14.56
Saudi Arabia;2011;4.386.645;28.836;63.523;244.472;0;15.07
Saudi Arabia;2012;4.678.863;265.769;76.704;248.335;0;15.66
Senegal;1990;33.251;0.2345;82.316;15.551;99.776;0.56
Senegal;1991;33.353;0.2499;8.424;16.056;8.401;0.44
Senegal;1992;35.656;0.3018;85.462;16.561;83.941;0.45
Senegal;1993;35.458;0.2952;87.666;17.066;83.872;0.35
Senegal;1994;36.361;0.3435;89.042;1.757;84.099;0.47
Senegal;1995;38.264;0.3479;89.333;18.075;8.344;0.54
Senegal;1996;40.551;0.4093;89.391;18.611;81.552;0.69
Senegal;1997;44.439;0.434;87.642;19.148;8.404;0.71
Senegal;1998;48.827;0.51;85.248;19.684;93.447;0.79
Senegal;1999;53.615;0.5127;91.867;2.022;103.009;0.79
Senegal;2000;54.903;0.6839;100.735;20.756;92.029;1.05
Senegal;2001;59.263;0.7875;110.197;21.379;75.283;0.89
Senegal;2002;60.923;0.8507;95.807;22.002;72.174;0.73
Senegal;2003;60.883;0.8737;8.625;22.625;70.819;0.93
Senegal;2004;68.443;12.264;99.902;23.247;71.669;1
Senegal;2005;71.203;13.482;103.404;2.387;7.158;1.1
Senegal;2006;69.669;14.829;106.227;24.572;70.069;1.04
Senegal;2007;75.335;1.625;96.981;25.274;67.549;1.25
Senegal;2008;78.301;15.948;10.538;25.976;65.596;1.23
Senegal;2009;80.067;17.222;102.333;26.678;64.489;0.82
Senegal;2010;81.333;20.987;114.095;2.738;65.769;0.89
Senegal;2011;85.008;20.734;113.218;28.141;69.482;0.9
Senegal;2012;84.083;;102.654;28.902;6.457;0.84
Serbia;1990;647.168;19.781;;24.725;;0.43
Serbia;1991;550.009;18.625;;25.647;;0.3
Serbia;1992;483.089;15.734;;26.569;;0.18
Serbia;1993;429.015;10.608;;27.491;;0.05
Serbia;1994;390.842;1.281;;28.414;;0.04
Serbia;1995;446.168;1.285;;29.336;;0.11
Serbia;1996;517.867;15.433;;29.835;;0.18
Serbia;1997;564.065;14.498;;30.335;;0.19
Serbia;1998;562.664;15.761;;30.835;;0.2
Serbia;1999;402.063;12.445;;31.334;;0.09
Serbia;2000;430.761;15.211;;31.834;;0.09
Serbia;2001;452.458;17.534;;31.748;;0.14
Serbia;2002;487.656;18.244;;31.663;;0.17
Serbia;2003;522.953;17.452;;31.577;;0.19
Serbia;2004;56.565;2.135;;31.492;;0.14
Serbia;2005;497.247;22.354;;31.406;;0.15
Serbia;2006;541.893;23.634;62.331;31.275;0.0032;0.16
Serbia;2007;520.326;24.144;66.519;31.143;-650.176;0.14
Serbia;2008;505.859;25.424;60.581;31.011;-671.836;0.15
Serbia;2009;472.592;22.271;66.058;30.879;-692.085;0.12
Serbia;2010;474.626;21.609;5.754;30.748;-71.231;0.12
Serbia;2011;515.003;2.175;58.116;30.607;-732.418;0.14
Serbia;2012;45.828;;64.521;30.466;-752.033;0.13
Seychelles;1990;;0;0.0113;0.0474;0;
Seychelles;1991;;0;0.0116;0.0479;0;
Seychelles;1992;;0;0.011;0.0485;0;
Seychelles;1993;;0;0.0113;0.049;0;
Seychelles;1994;;0;0.0118;0.0496;0;
Seychelles;1995;;0;0.0121;0.0501;0;
Seychelles;1996;;0.0001;0.0113;0.0507;0;
Seychelles;1997;;0.0001;0.0121;0.0513;0;
Seychelles;1998;;0.0001;0.0114;0.0518;0;
Seychelles;1999;;0.0002;0.0113;0.0524;0;
Seychelles;2000;;0.0002;0.0114;0.053;0;
Seychelles;2001;;0.0003;0.0108;0.0536;0;
Seychelles;2002;;0.0003;0.0074;0.0543;0;
Seychelles;2003;;0.0004;0.0078;0.0549;0;
Seychelles;2004;;0.0005;0.0068;0.0555;0;
Seychelles;2005;;0.0005;0.0066;0.0562;0;
Seychelles;2006;;0.0006;0.0063;0.0568;0;
Seychelles;2007;;0.0007;0.0068;0.0574;0;
Seychelles;2008;;0.0008;0.0059;0.058;0;
Seychelles;2009;;0.0009;0.005;0.0586;0;
Seychelles;2010;;0.001;0.0045;0.0592;0;
Seychelles;2011;;0.0011;0.0049;0.0597;0;
Seychelles;2012;;;0.0054;0.0603;0;
Sierra Leone;1990;;0;15.578;17.975;58.734;
Sierra Leone;1991;;0.0005;15.267;18.094;58.357;
Sierra Leone;1992;;0.0009;15.359;18.214;58.358;
Sierra Leone;1993;;0.0014;16.065;18.333;58.358;
Sierra Leone;1994;;0.0531;15.715;18.452;58.358;
Sierra Leone;1995;;0.0536;14.754;18.571;58.358;
Sierra Leone;1996;;0.0851;14.172;18.423;57.673;
Sierra Leone;1997;;0.0874;14.048;18.275;57.991;
Sierra Leone;1998;;0.0604;13.281;18.126;59.275;
Sierra Leone;1999;;0.0333;11.881;17.978;58.599;
Sierra Leone;2000;;0.0502;11.146;17.829;58.469;
Sierra Leone;2001;;0.0726;12.084;18.333;57.494;
Sierra Leone;2002;;0.0951;14.428;18.837;57.447;
Sierra Leone;2003;;0.1101;1.535;1.934;57.699;
Sierra Leone;2004;;0.1179;1.73;19.844;57.804;
Sierra Leone;2005;;0.1183;19.324;20.348;57.176;
Sierra Leone;2006;;0.157;23.649;20.861;58.295;
Sierra Leone;2007;;0.17;1.875;21.374;57.738;
Sierra Leone;2008;;0.1793;21.192;21.887;58.261;
Sierra Leone;2009;;0.174;21.731;2.24;58.362;
Sierra Leone;2010;;0.2127;2.304;22.913;57.209;
Sierra Leone;2011;;0.2233;25.486;2.345;57.344;
Sierra Leone;2012;;;27.105;23.986;65.191;
Singapore;1990;303.922;11.433;0.1009;0.6402;-0.0016;39.5
Singapore;1991;319.498;13.431;0.0871;0.6729;-0.0016;36.79
Singapore;1992;327.175;14.184;0.075;0.7056;-0.0016;44.6
Singapore;1993;375.551;20.836;0.0642;0.7384;-0.0016;41.84
Singapore;1994;394.527;22.724;0.0751;0.7711;-0.0016;43.46
Singapore;1995;393.304;24.466;0.0816;0.8038;-0.0016;43.09
Singapore;1996;405.682;27.231;0.0798;0.8471;-0.0016;50.19
Singapore;1997;414.561;29.482;0.0691;0.8904;-0.0015;57.91
Singapore;1998;399.839;26.934;0.0726;0.9337;-0.0016;61.53
Singapore;1999;407.418;25.814;0.0872;0.977;-0.0016;69.15
Singapore;2000;451.696;25.501;0.0506;10.204;-0.0016;69.47
Singapore;2001;45.465;23.812;0.0487;10.592;0.0046;74.42
Singapore;2002;455.604;22.819;0.0854;1.098;0.0046;74.06
Singapore;2003;431.258;23.585;0.1219;11.369;0.0046;74.58
Singapore;2004;453.012;23.875;0.1367;11.757;0.0046;85.34
Singapore;2005;436.065;24.897;0.1348;12.145;0.0046;92.05
Singapore;2006;441.541;26.159;0.1482;12.578;0.0052;102.1
Singapore;2007;457.516;2.742;0.1435;13.011;0.0052;112.37
Singapore;2008;437.492;28.682;0.1253;13.444;0.0052;123.18
Singapore;2009;450.767;29.943;0.0991;13.876;0.0052;127.28
Singapore;2010;499.643;31.205;0.0845;14.309;0.0052;142.96
Singapore;2011;514.107;33.914;0.1009;14.668;0.0057;151.35
Singapore;2012;50.857;36.623;0.0987;15.027;0.0052;151.87
Slovakia;1990;574.539;32.705;;10.059;;0
Slovakia;1991;502.512;29.087;;10.358;;0
Slovakia;1992;459.785;26.569;;10.656;;0
Slovakia;1993;450.369;26.315;41.147;10.955;0.0439;0
Slovakia;1994;420.443;27.051;36.399;11.254;-98.938;0.1
Slovakia;1995;425.518;27.823;34.637;11.553;-98.928;0.12
Slovakia;1996;430.358;27.077;35.309;12.642;-98.921;0.12
Slovakia;1997;431.999;28.493;33.999;13.732;-98.911;0.11
Slovakia;1998;41.524;36.102;32.285;14.821;-98.901;0.09
Slovakia;1999;40.558;35.942;27.567;15.911;-9.889;0.06
Slovakia;2000;391.121;27.356;27.809;1.7;-98.877;0.08
Slovakia;2001;401.773;28.689;28.055;18.203;-91.483;0.09
Slovakia;2002;396.251;29.692;27.881;19.407;-9.168;0.14
Slovakia;2003;400.405;30.659;26.555;2.061;-91.871;0.1
Slovakia;2004;388.173;31.625;26.834;21.813;-92.066;0.08
Slovakia;2005;395.765;34.277;24.778;23.017;-92.256;0.12
Slovakia;2006;389.551;32.386;24.751;23.362;-64.029;0.12
Slovakia;2007;383.953;30.642;24.135;23.707;-63.997;0.15
Slovakia;2008;379.469;30.436;23.741;24.053;-64.056;0.19
Slovakia;2009;349.492;22.353;23.281;24.398;-6.407;0.13
Slovakia;2010;36.726;1.94;22.971;24.743;-64.083;0.12
Slovakia;2011;353.462;19.742;24.011;24.715;-64.095;0.13
Slovakia;2012;333.882;2.007;23.769;24.686;-64.059;0.11
Slovenia;1990;14.024;10.009;;0.6015;;0.08
Slovenia;1991;132.612;0.9333;;0.598;;0.02
Slovenia;1992;129.683;0.6562;16.541;0.5946;0.0625;0.03
Slovenia;1993;137.755;0.5798;16.281;0.5911;-88.311;0.05
Slovenia;1994;137.926;0.6462;16.143;0.5876;-88.855;0.05
Slovenia;1995;146.898;0.665;15.419;0.5842;-89.398;0.06
Slovenia;1996;154.714;0.7064;15.009;0.6035;-89.942;0.05
Slovenia;1997;15.913;0.7698;15.368;0.6228;-90.486;0.05
Slovenia;1998;156.947;0.8112;14.877;0.6421;-91.029;0.05
Slovenia;1999;151.363;0.8709;14.321;0.6614;-91.573;0.06
Slovenia;2000;147.079;0.9343;14.586;0.6807;-92.118;0.07
Slovenia;2001;155.411;0.9345;1.509;0.6866;-134.011;0.08
Slovenia;2002;157.142;0.9383;14.723;0.6925;-134.433;0.09
Slovenia;2003;157.374;10.668;14.771;0.6984;-134.819;0.08
Slovenia;2004;159.705;10.083;13.878;0.7044;-135.252;0.06
Slovenia;2005;161.936;10.085;13.699;0.7103;-135.662;0.14
Slovenia;2006;165.077;10.931;13.655;0.684;-138.268;0.16
Slovenia;2007;164.517;11.154;13.639;0.6577;-138.718;0.24
Slovenia;2008;173.357;1.123;13.901;0.6314;-139.134;0.31
Slovenia;2009;156.098;0.9805;13.612;0.6052;-139.551;0.18
Slovenia;2010;160.138;0.9881;13.737;0.5789;-139.968;0.14
Slovenia;2011;158.646;1.022;13.567;0.5777;-140.379;0.17
Slovenia;2012;152.555;;13.189;0.5766;-140.802;0.23
Solomon Islands;1990;;0;0.052;0.1469;16.866;
Solomon Islands;1991;;0;0.0518;0.1526;16.867;
Solomon Islands;1992;;0;0.0527;0.1583;16.867;
Solomon Islands;1993;;0;0.0531;0.164;16.867;
Solomon Islands;1994;;0;0.0523;0.1697;16.867;
Solomon Islands;1995;;0.0001;0.0523;0.1754;16.867;
Solomon Islands;1996;;0.0001;0.0526;0.1818;16.867;
Solomon Islands;1997;;0.0002;0.053;0.1882;16.867;
Solomon Islands;1998;;0.0002;0.0526;0.1946;16.867;
Solomon Islands;1999;;0.0003;0.0541;0.201;16.867;
Solomon Islands;2000;;0.0004;0.0555;0.2074;16.867;
Solomon Islands;2001;;0.0005;0.0537;0.2141;16.132;
Solomon Islands;2002;;0.0006;0.0541;0.2209;16.133;
Solomon Islands;2003;;0.0007;0.0545;0.2276;16.133;
Solomon Islands;2004;;0.0008;0.0568;0.2343;16.134;
Solomon Islands;2005;;0.0009;0.058;0.2411;16.135;
Solomon Islands;2006;;0.001;0.0589;0.2481;16.867;
Solomon Islands;2007;;0.0012;0.0599;0.2551;16.867;
Solomon Islands;2008;;0.0013;0.061;0.2621;16.867;
Solomon Islands;2009;;0.0015;0.0613;0.2691;16.867;
Solomon Islands;2010;;0.0016;0.0608;0.2761;16.867;
Solomon Islands;2011;;0.002;0.0606;0.2832;16.867;
Solomon Islands;2012;;;0.0609;0.2902;16.867;
South Africa;1990;2.645.132;68.343;304.857;151.942;46.846;7.04
South Africa;1991;2.611.003;69.953;306.194;154.858;1.547;7.63
South Africa;1992;2.568.473;7.149;300.184;157.775;1.547;9.71
South Africa;1993;2.637.643;76.618;298.572;160.691;1.547;9.14
South Africa;1994;2.696.714;82.881;291.874;163.608;1.547;9.87
South Africa;1995;2.868.584;92.223;289.496;166.524;1.547;11.88
South Africa;1996;2.972.889;9.442;299.811;168.761;19.548;12.11
South Africa;1997;3.118.504;100.941;303.674;170.998;19.388;10.18
South Africa;1998;3.196.312;98.229;309.933;173.235;30.639;11.88
South Africa;1999;3.032.217;97.459;307.329;175.472;23.106;13.05
South Africa;2000;3.104.904;99.547;307.797;177.708;11.937;11.3
South Africa;2001;2.965.792;10.446;305.676;179.617;1.07;11.31
South Africa;2002;3.079.181;111.462;31.495;181.525;11.258;10.53
South Africa;2003;3.344.169;11.828;29.582;183.433;11.965;10.9
South Africa;2004;3.506.393;129.459;29.137;185.341;0.9568;9.79
South Africa;2005;3.446.711;139.868;303.283;187.249;19.856;10.68
South Africa;2006;3.457.636;154.092;29.091;188.531;10.672;10.46
South Africa;2007;3.707.721;167.363;297.948;189.813;21.611;10.82
South Africa;2008;3.994.106;174.736;304.987;191.096;14.397;10.7
South Africa;2009;3.807.491;174.633;306.732;192.378;13.155;9.58
South Africa;2010;3.916.175;178.342;305.695;19.366;13.613;12.12
South Africa;2011;3.769.822;189.943;305.029;193.011;10.082;12.57
South Africa;2012;3.917.669;210.675;305.399;192.362;11.502;13.63
Spain;1990;2.105.806;210.398;358.408;73.244;-115.571;14.78
Spain;1991;2.183.103;201.976;354.205;77.958;-358.713;16.11
Spain;1992;2.299.366;205.938;337.192;82.673;-364.353;17
Spain;1993;2.156.434;203.708;340.077;87.387;-369.838;15.71
Spain;1994;2.254.289;221.483;342.783;92.101;-375.559;15.41
Spain;1995;2.383.367;234.312;340.035;96.816;-380.884;16.01
Spain;1996;2.281.424;233.018;363.593;101.799;-386.547;20.96
Spain;1997;2.465.845;250.409;370.447;106.781;-390.279;24.91
Spain;1998;2.547.304;282.604;386.734;111.764;-395.939;26.24
Spain;1999;2.745.823;301.095;386.342;116.747;-403.704;26.03
Spain;2000;2.901.764;317.973;392.245;12.173;-407.797;27
Spain;2001;2.917.709;318.933;392.559;124.973;-21.071;29.41
Spain;2002;3.079.454;317.622;392.467;128.216;-21.063;29.55
Spain;2003;3.159.099;318.435;405.651;131.459;-20.849;30.34
Spain;2004;3.334.944;311.848;401.938;134.701;-20.228;31.93
Spain;2005;3.456.389;324.716;38;137.944;-18.235;34.18
Spain;2006;338.027;341.766;380.699;142.843;-15.271;35.68
Spain;2007;349.835;343.903;391.544;147.741;-158.546;36.78
Spain;2008;3.231.931;279.613;356.337;152.639;-159.029;37.8
Spain;2009;2.884.712;215.652;358.868;157.537;-158.646;36.92
Spain;2010;2.738.693;197.674;364.204;162.436;-158.907;35.55
Spain;2011;2.764.006;180.702;350.708;162.384;-158.726;37.94
Spain;2012;2.725.718;162.492;342.959;162.333;-158.756;37.17
Sri Lanka;1990;58.743;0.2034;62.697;102.277;89.792;1.21
Sri Lanka;1991;60.516;0.2052;57.604;103.064;89.293;0.96
Sri Lanka;1992;7.189;0.4159;5.933;10.385;88.794;0.94
Sri Lanka;1993;71.264;0.3482;61.309;104.637;88.295;1.09
Sri Lanka;1994;77.637;0.4746;63.819;105.423;87.795;1.09
Sri Lanka;1995;78.611;0.4618;62.814;10.621;87.296;1.09
Sri Lanka;1996;105.335;0.486;56.316;107.314;86.991;1.23
Sri Lanka;1997;106.859;0.5138;5.626;108.417;86.226;0.87
Sri Lanka;1998;111.584;0.4794;49.366;109.521;85.912;0.82
Sri Lanka;1999;121.708;0.5403;53.516;110.625;85.562;0.73
Sri Lanka;2000;137.433;0.5644;51.473;111.729;84.764;0.82
Sri Lanka;2001;136.652;0.636;49.632;112.957;91.258;0.7
Sri Lanka;2002;142.772;0.6086;52.301;114.185;90.802;0.8
Sri Lanka;2003;152.792;0.7021;52.466;115.414;90.302;0.71
Sri Lanka;2004;156.811;0.8396;49.104;116.642;89.528;0.78
Sri Lanka;2005;167.931;0.9111;55.635;11.787;88.869;1.46
Sri Lanka;2006;152.367;0.9835;55.376;119.031;67.952;1.38
Sri Lanka;2007;164.002;10.522;52.506;120.192;67.615;0.86
Sri Lanka;2008;155.937;11.245;6.164;121.353;67.436;0.93
Sri Lanka;2009;151.373;11.932;57.416;122.514;67.336;0.85
Sri Lanka;2010;159.208;12.656;60.494;123.675;66.775;1
Sri Lanka;2011;182.536;13.907;63.858;124.674;66.608;1.55
Sri Lanka;2012;197.664;;59.241;125.673;6.63;2.07
Sudan;1990;110.552;0.0843;646.478;0.8669;67.336;0.11
Sudan;1991;103.389;0.0873;667.157;0.8941;654.215;0.12
Sudan;1992;98.427;0.1306;724.605;0.9213;654.155;0.12
Sudan;1993;83.665;0.1336;771.754;0.9485;654.241;0.11
Sudan;1994;96.902;0.0926;815.931;0.9758;654.181;0.12
Sudan;1995;9.224;0.2092;831.528;1.003;654.194;0.13
Sudan;1996;105.556;0.2204;837.183;1.03;645.052;0.14
Sudan;1997;130.873;0.184;862.528;1.057;708.817;0.13
Sudan;1998;14.179;0.1586;907.494;10.839;766.092;0.13
Sudan;1999;161.807;0.1881;928.571;11.109;771.129;0.32
Sudan;2000;181.323;0.1627;992.404;11.379;728.306;0.36
Sudan;2001;201.782;0.2119;947.751;11.616;195.356;0.4
Sudan;2002;231.341;0.2464;1.033.453;11.854;257.883;0.41
Sudan;2003;24.86;0.3065;1.034.806;12.091;166.831;0.62
Sudan;2004;271.258;0.352;1.049.938;12.329;212.979;0.81
Sudan;2005;301.417;0.3902;1.092.209;12.566;18.566;1.01
Sudan;2006;33.693;0.3779;1.024.759;12.847;228.274;0.88
Sudan;2007;357.343;0.4939;1.095.672;13.128;202.614;0.76
Sudan;2008;379.456;0.5109;1.079.644;13.409;239.113;0.83
Sudan;2009;392.969;0.7514;1.096.504;13.689;33.551;0.87
Sudan;2010;406.982;15.452;1.033.287;1.397;242.795;0.9
Sudan;2011;399.976;31.496;107.637;14.292;291.269;1.04
Sudan;2012;40.107;;1.064.396;14.613;287.316;0.75
Suriname;1990;;0.1791;0.7803;0.0697;21.338;
Suriname;1991;;0.1662;0.8244;0.0699;21.338;
Suriname;1992;;0.1533;0.8945;0.0702;21.338;
Suriname;1993;;0.1405;0.8316;0.0705;21.338;
Suriname;1994;;0.1313;0.8114;0.0708;21.338;
Suriname;1995;;0.1184;0.8396;0.0711;21.338;
Suriname;1996;;0.1022;0.8614;0.0721;21.193;
Suriname;1997;;0.0861;0.8113;0.0731;21.361;
Suriname;1998;;0.0699;0.7998;0.0742;22.264;
Suriname;1999;;0.0537;0.8014;0.0752;20.834;
Suriname;2000;;0.0375;0.7464;0.0762;20.559;
Suriname;2001;;0.0437;0.7694;0.0772;20.325;
Suriname;2002;;0.0463;0.674;0.0782;20.539;
Suriname;2003;;0.0488;0.7443;0.0792;23.188;
Suriname;2004;;0.0513;0.7195;0.0802;21.895;
Suriname;2005;;0.0539;0.67;0.0813;20.785;
Suriname;2006;;0.0567;0.6886;0.0822;49.214;
Suriname;2007;;0.0596;0.6598;0.0831;48.769;
Suriname;2008;;0.0624;0.7258;0.084;49.398;
Suriname;2009;;0.0653;0.7685;0.0849;50.694;
Suriname;2010;;0.0681;0.7756;0.0859;48.245;
Suriname;2011;;0.0687;0.7854;0.0868;48.198;
Suriname;2012;;;0.7213;0.0877;50.353;
Swaziland;1990;;0;10.753;0.3071;1.057;
Swaziland;1991;;0.0001;11.089;0.3156;0.1069;
Swaziland;1992;;0.0001;11.357;0.3241;0.1231;
Swaziland;1993;;0.0002;0.9564;0.3326;0.1393;
Swaziland;1994;;0.0003;0.9502;0.3411;0.1556;
Swaziland;1995;;0.0004;0.973;0.3496;0.1718;
Swaziland;1996;;0.0007;0.9835;0.3593;0.1884;
Swaziland;1997;;0.0011;0.9697;0.3691;0.1861;
Swaziland;1998;;0.0014;0.9503;0.3789;0.2492;
Swaziland;1999;;0.0018;0.9135;0.3887;0.2242;
Swaziland;2000;;0.0021;0.9081;0.3984;0.2253;
Swaziland;2001;;0.0028;0.8182;0.4065;0.1407;
Swaziland;2002;;0.0034;0.8139;0.4145;0.163;
Swaziland;2003;;0.004;0.8878;0.4225;0.1786;
Swaziland;2004;;0.0047;0.9039;0.4305;0.2286;
Swaziland;2005;;0.0053;0.9276;0.4385;0.2148;
Swaziland;2006;;0.006;0.8503;0.4451;0.0766;
Swaziland;2007;;0.0067;0.8985;0.4518;0.3131;
Swaziland;2008;;0.0074;0.8844;0.4584;0.3184;
Swaziland;2009;;0.0081;0.8671;0.465;0.1203;
Swaziland;2010;;0.0089;0.9241;0.4716;0.1552;
Swaziland;2011;;0.0098;0.9188;0.4773;0.1389;
Swaziland;2012;;;0.9279;0.483;0.1706;
Sweden;1990;545.909;2.662;79.201;31.987;218.895;3.16
Sweden;1991;55.397;26.472;75.118;31.633;24.978;3.56
Sweden;1992;580.031;26.178;77.176;31.278;24.978;3.98
Sweden;1993;576.492;25.811;79.795;30.924;24.978;4.51
